"KEYWORDS_PERFORMANCE_REPORT (Oct 1, 2021-Oct 31, 2021)"
Keyword,Keyword ID,Impressions,Clicks,Cost,Conversions,CTR,Day,First page CPC,First position CPC
direct mail companies near me,334746094530,77,1,5650000,0.00,1.30%,2021-10-13,0, --
promotional direct mail,339494702581,1,0,0,0.00,0.00%,2021-10-13,0, --
printing labels,13200590,10,0,0,0.00,0.00%,2021-10-13,0, --
label printing service,14278783,2,2,13466818,1.00,100.00%,2021-10-13,0, --
label printing companies,50598922,7,0,0,0.00,0.00%,2021-10-13,0, --
labels to print,742816266,14,1,540000,0.00,7.14%,2021-10-13,0, --
labels for printing,986258187,8,1,2628952,0.00,12.50%,2021-10-13,0, --
digital flexo printing,296684163293,2,0,0,0.00,0.00%,2021-10-13,0, --
label printer company,298251356377,3,0,0,0.00,0.00%,2021-10-13,0, --
print the label,447263480834,7,0,0,0.00,0.00%,2021-10-13,0, --
printing label printer,488062932717,1,0,0,0.00,0.00%,2021-10-13,0, --
printers for label printing,526122315352,1,0,0,0.00,0.00%,2021-10-13,0, --
printer label printer,574472761085,1,0,0,0.00,0.00%,2021-10-13,0, --
direct mail,17882230,11,0,0,0.00,0.00%,2021-10-14,0, --
mailing services near me,296202439643,38,3,14505165,0.00,7.89%,2021-10-14,0, --
mail service companies,298529305599,13,0,0,0.00,0.00%,2021-10-14,0, --
direct mail printing,11893346,12,0,0,0.00,0.00%,2021-10-14,0, --
direct mail printing companies,118609035,2,0,0,0.00,0.00%,2021-10-14,0, --
direct mail printing services,432215820,20,0,0,0.00,0.00%,2021-10-14,0, --
labeler,10831331,69,3,2940000,0.00,4.35%,2021-10-14,0, --
printing labels,13200590,84,2,6520000,0.00,2.38%,2021-10-14,0, --
label printing service,14278783,37,0,0,0.00,0.00%,2021-10-14,0, --
label printer labels,1207999362,30,1,2360000,0.00,3.33%,2021-10-14,0, --
printer for label printing,11835860660,9,0,0,0.00,0.00%,2021-10-14,0, --
label and print,298270366065,51,0,0,0.00,0.00%,2021-10-14,0, --
labels and labelling,298430510795,65,2,2870000,0.00,3.08%,2021-10-14,0, --
digital flexo press,299908053255,4,0,0,0.00,0.00%,2021-10-14,0, --
label service,312950963420,1,0,0,0.00,0.00%,2021-10-14,0, --
a label printer,337153513096,1,0,0,0.00,0.00%,2021-10-14,0, --
printing and labeling companies,534611738143,1,0,0,0.00,0.00%,2021-10-14,0, --
printer label printer,574472761085,3,0,0,0.00,0.00%,2021-10-14,0, --
direct mail,17882230,8,0,0,0.00,0.00%,2021-10-15,0, --
mailing services near me,296202439643,23,0,0,0.00,0.00%,2021-10-15,0, --
mail campaign,297308249928,1,0,0,0.00,0.00%,2021-10-15,0, --
mailing service near me,297308254448,7,0,0,0.00,0.00%,2021-10-15,0, --
mail service companies,298529305599,19,3,14730452,0.00,15.79%,2021-10-15,0, --
mailer company,298529305879,7,0,0,0.00,0.00%,2021-10-15,0, --
coupon direct mail,303645715571,6,0,0,0.00,0.00%,2021-10-15,0, --
direct mail companies near me,334746094530,17,0,0,0.00,0.00%,2021-10-15,0, --
label printer,10143791,21,0,0,0.00,0.00%,2021-10-15,0, --
printing labels,13200590,65,0,0,0.00,0.00%,2021-10-15,0, --
label printing service,14278783,34,0,0,0.00,0.00%,2021-10-15,0, --
labels for printing,986258187,27,1,2440000,0.00,3.70%,2021-10-15,0, --
print and label,4841214024,11,0,0,0.00,0.00%,2021-10-15,0, --
printer for label printing,11835860660,5,0,0,0.00,0.00%,2021-10-15,0, --
label companies,296626296202,18,0,0,0.00,0.00%,2021-10-15,0, --
label and print,298270366065,27,2,5110000,0.00,7.41%,2021-10-15,0, --
label service,312950963420,6,0,0,0.00,0.00%,2021-10-15,0, --
print the label,447263480834,38,0,0,0.00,0.00%,2021-10-15,0, --
printers for label printing,526122315352,2,0,0,0.00,0.00%,2021-10-15,0, --
printer and label printer,916611378840,1,0,0,0.00,0.00%,2021-10-15,0, --
direct mail,17882230,12,0,0,0.00,0.00%,2021-10-18,0, --
post card mailer,359852681,1,0,0,0.00,0.00%,2021-10-18,0, --
mailing services near me,296202439643,8,0,0,0.00,0.00%,2021-10-18,0, --
mail campaign,297308249928,2,0,0,0.00,0.00%,2021-10-18,0, --
mailer company,298529305879,3,0,0,0.00,0.00%,2021-10-18,0, --
political direct mail,300890160183,2,0,0,0.00,0.00%,2021-10-18,0, --
direct mail printing companies,118609035,3,0,0,0.00,0.00%,2021-10-18,0, --
direct mail brochure,283777177,3,0,0,0.00,0.00%,2021-10-18,0, --
direct mail printing services,432215820,71,1,10520000,0.00,1.41%,2021-10-18,0, --
label printer,10143791,14,0,0,0.00,0.00%,2021-10-18,0, --
label printing service,14278783,28,1,3090000,0.00,3.57%,2021-10-18,0, --
label press,38685571,4,0,0,0.00,0.00%,2021-10-18,0, --
digital label printer,43560223,1,0,0,0.00,0.00%,2021-10-18,0, --
labels to print,742816266,53,0,0,0.00,0.00%,2021-10-18,0, --
print and label,4841214024,15,0,0,0.00,0.00%,2021-10-18,0, --
printer for label printing,11835860660,2,0,0,0.00,0.00%,2021-10-18,0, --
label companies,296626296202,23,0,0,0.00,0.00%,2021-10-18,0, --
label printer company,298251356377,6,0,0,0.00,0.00%,2021-10-18,0, --
label and print,298270366065,36,2,6320000,0.00,5.56%,2021-10-18,0, --
digital flexo press,299908053255,9,0,0,0.00,0.00%,2021-10-18,0, --
flexo labels,351718007927,3,0,0,0.00,0.00%,2021-10-18,0, --
printing label printer,488062932717,3,0,0,0.00,0.00%,2021-10-18,0, --
printers for label printing,526122315352,1,0,0,0.00,0.00%,2021-10-18,0, --
printer label printer,574472761085,2,0,0,0.00,0.00%,2021-10-18,0, --
direct mail,17882230,10,0,0,0.00,0.00%,2021-10-19,0, --
mailing service near me,297308254448,25,0,0,0.00,0.00%,2021-10-19,0, --
political direct mail,300890160183,6,0,0,0.00,0.00%,2021-10-19,0, --
direct mail printing companies,118609035,8,0,0,0.00,0.00%,2021-10-19,0, --
direct mail printing services,432215820,53,0,0,0.00,0.00%,2021-10-19,0, --
political direct mail,301216190095,2,0,0,0.00,0.00%,2021-10-19,0, --
direct mail companies near me,334746094530,11,0,0,0.00,0.00%,2021-10-19,0, --
commercial direct mail,341624239378,3,0,0,0.00,0.00%,2021-10-19,0, --
label printer,10143791,8,0,0,0.00,0.00%,2021-10-19,0, --
labeler,10831331,37,0,0,0.00,0.00%,2021-10-19,0, --
printing labels,13200590,41,4,13979262,0.00,9.76%,2021-10-19,0, --
label printing service,14278783,14,0,0,0.00,0.00%,2021-10-19,0, --
labeller,15409971,4,1,2430000,0.00,25.00%,2021-10-19,0, --
label printing companies,50598922,10,1,1390000,0.00,10.00%,2021-10-19,0, --
labelizer,295539896379,2,0,0,0.00,0.00%,2021-10-19,0, --
a label printer,337153513096,10,0,0,0.00,0.00%,2021-10-19,0, --
printers for label printing,526122315352,2,0,0,0.00,0.00%,2021-10-19,0, --
mailing service near me,297308254448,12,0,0,0.00,0.00%,2021-10-20,0, --
direct mail printing companies,118609035,11,0,0,0.00,0.00%,2021-10-20,0, --
direct mail printing services,432215820,77,0,0,0.00,0.00%,2021-10-20,0, --
coupon direct mail,303645715571,5,0,0,0.00,0.00%,2021-10-20,0, --
direct mail companies near me,334746094530,17,0,0,0.00,0.00%,2021-10-20,0, --
promotional direct mail,339494702581,2,0,0,0.00,0.00%,2021-10-20,0, --
direct mail printing near me,666584516877,4,0,0,0.00,0.00%,2021-10-20,0, --
labeler,10831331,65,2,3620000,0.00,3.08%,2021-10-20,0, --
printing labels,13200590,80,0,0,0.00,0.00%,2021-10-20,0, --
label printing service,14278783,41,0,0,0.00,0.00%,2021-10-20,0, --
label press,38685571,7,0,0,0.00,0.00%,2021-10-20,0, --
label printing companies,50598922,23,1,5530000,0.00,4.35%,2021-10-20,0, --
digital labels,90958582,2,0,0,0.00,0.00%,2021-10-20,0, --
labels for printing,986258187,34,2,4830000,0.00,5.88%,2021-10-20,0, --
label printer labels,1207999362,15,0,0,0.00,0.00%,2021-10-20,0, --
print and label,4841214024,64,1,920000,0.00,1.56%,2021-10-20,0, --
labelizer,295539896379,8,0,0,0.00,0.00%,2021-10-20,0, --
label companies,296626296202,36,0,0,0.00,0.00%,2021-10-20,0, --
flexo label printing,297838731505,4,0,0,0.00,0.00%,2021-10-20,0, --
label printer company,298251356377,18,0,0,0.00,0.00%,2021-10-20,0, --
label and print,298270366065,37,1,2890000,0.00,2.70%,2021-10-20,0, --
labels and labelling,298430510795,48,2,3880000,0.00,4.17%,2021-10-20,0, --
digital flexo press,299908053255,15,0,0,0.00,0.00%,2021-10-20,0, --
press on labels,303833057969,1,0,0,0.00,0.00%,2021-10-20,0, --
a label printer,337153513096,9,0,0,0.00,0.00%,2021-10-20,0, --
printer label printer,574472761085,2,0,0,0.00,0.00%,2021-10-20,0, --
printer and label printer,916611378840,14,0,0,0.00,0.00%,2021-10-20,0, --
direct mail,17882230,11,0,0,0.00,0.00%,2021-10-21,0, --
mailing services near me,296202439643,51,0,0,0.00,0.00%,2021-10-21,0, --
mailing service near me,297308254448,42,1,4538170,0.00,2.38%,2021-10-21,0, --
mailer company,298529305879,1,0,0,0.00,0.00%,2021-10-21,0, --
political direct mail,300890160183,4,0,0,0.00,0.00%,2021-10-21,0, --
direct mail brochure,283777177,9,0,0,0.00,0.00%,2021-10-21,0, --
political direct mail,301216190095,9,0,0,0.00,0.00%,2021-10-21,0, --
commercial direct mail,341624239378,14,0,0,0.00,0.00%,2021-10-21,0, --
direct mail printing near me,666584516877,11,0,0,0.00,0.00%,2021-10-21,0, --
labeler,10831331,32,1,4210000,0.00,3.12%,2021-10-21,0, --
labeller,15409971,12,0,0,0.00,0.00%,2021-10-21,0, --
label press,38685571,7,0,0,0.00,0.00%,2021-10-21,0, --
labels to print,742816266,31,2,3980000,0.00,6.45%,2021-10-21,0, --
label and print,298270366065,53,1,1530000,0.00,1.89%,2021-10-21,0, --
labels and labelling,298430510795,38,2,2330000,0.00,5.26%,2021-10-21,0, --
label service,312950963420,14,0,0,0.00,0.00%,2021-10-21,0, --
graphic label printer,333912402644,2,0,0,0.00,0.00%,2021-10-21,0, --
print the label,447263480834,13,0,0,0.00,0.00%,2021-10-21,0, --
printers for label printing,526122315352,4,0,0,0.00,0.00%,2021-10-21,0, --
direct mail,17882230,7,0,0,0.00,0.00%,2021-10-22,0, --
mail service companies,298529305599,8,0,0,0.00,0.00%,2021-10-22,0, --
direct mail printing,11893346,35,0,0,0.00,0.00%,2021-10-22,0, --
direct mail printing companies,118609035,14,1,13620000,0.00,7.14%,2021-10-22,0, --
direct mail printing services,432215820,122,1,8867900,0.00,0.82%,2021-10-22,0, --
coupon direct mail,303645715571,8,1,14280000,0.00,12.50%,2021-10-22,0, --
labeler,10831331,25,2,5250000,0.00,8.00%,2021-10-22,0, --
printing labels,13200590,54,1,14133563,1.00,1.85%,2021-10-22,0, --
label printing service,14278783,16,1,910000,0.00,6.25%,2021-10-22,0, --
labeller,15409971,7,0,0,0.00,0.00%,2021-10-22,0, --
digital label printer,43560223,1,0,0,0.00,0.00%,2021-10-22,0, --
labels for printing,986258187,14,0,0,0.00,0.00%,2021-10-22,0, --
label printer labels,1207999362,2,0,0,0.00,0.00%,2021-10-22,0, --
print and label,4841214024,21,1,2300000,0.00,4.76%,2021-10-22,0, --
digital flexo printing,296684163293,1,0,0,0.00,0.00%,2021-10-22,0, --
label printer company,298251356377,8,0,0,0.00,0.00%,2021-10-22,0, --
label and print,298270366065,45,1,1580000,0.00,2.22%,2021-10-22,0, --
print the label,447263480834,9,1,1160000,0.00,11.11%,2021-10-22,0, --
printer and label printer,916611378840,1,0,0,0.00,0.00%,2021-10-22,0, --
mailer company,298529305879,3,0,0,0.00,0.00%,2021-10-25,0, --
direct mail printing,11893346,65,0,0,0.00,0.00%,2021-10-25,0, --
direct mail printing services,432215820,137,1,22810000,0.00,0.73%,2021-10-25,0, --
coupon direct mail,303645715571,3,0,0,0.00,0.00%,2021-10-25,0, --
commercial direct mail,341624239378,13,1,13800000,0.00,7.69%,2021-10-25,0, --
label printing service,14278783,22,0,0,0.00,0.00%,2021-10-25,0, --
label printing companies,50598922,16,0,0,0.00,0.00%,2021-10-25,0, --
digital labels,90958582,2,0,0,0.00,0.00%,2021-10-25,0, --
labels to print,742816266,20,0,0,0.00,0.00%,2021-10-25,0, --
printer for label printing,11835860660,1,0,0,0.00,0.00%,2021-10-25,0, --
label companies,296626296202,26,1,2720000,0.00,3.85%,2021-10-25,0, --
flexo label printing,297838731505,2,0,0,0.00,0.00%,2021-10-25,0, --
label printer company,298251356377,21,0,0,0.00,0.00%,2021-10-25,0, --
labels and labelling,298430510795,38,0,0,0.00,0.00%,2021-10-25,0, --
digital flexo press,299908053255,2,1,3110000,0.00,50.00%,2021-10-25,0, --
press on labels,303833057969,3,0,0,0.00,0.00%,2021-10-25,0, --
printer label printer,574472761085,1,0,0,0.00,0.00%,2021-10-25,0, --
business mailers,296273280200,1,0,0,0.00,0.00%,2021-10-26,0, --
mail campaign,297308249928,25,0,0,0.00,0.00%,2021-10-26,0, --
mailing service near me,297308254448,14,0,0,0.00,0.00%,2021-10-26,0, --
mail service companies,298529305599,15,0,0,0.00,0.00%,2021-10-26,0, --
mail service companies,298590028058,5,2,9038885,0.00,40.00%,2021-10-26,0, --
print to mail service,322925013794,1,0,0,0.00,0.00%,2021-10-26,0, --
direct mail printing,11893346,56,0,0,0.00,0.00%,2021-10-26,0, --
direct mail brochure,283777177,3,0,0,0.00,0.00%,2021-10-26,0, --
direct mail printing services,432215820,104,1,6460000,0.00,0.96%,2021-10-26,0, --
printing and mailing companies,1713105855,9,0,0,0.00,0.00%,2021-10-26,0, --
print and mail companies,1887017651,11,1,4331000,0.00,9.09%,2021-10-26,0, --
direct mail advertising companies,297411268978,3,0,0,0.00,0.00%,2021-10-26,0, --
coupon direct mail,303645715571,4,1,3606800,0.00,25.00%,2021-10-26,0, --
advertising mailing services,304920412541,70,1,12220000,0.00,1.43%,2021-10-26,0, --
direct mail near me,307958413806,30,0,0,0.00,0.00%,2021-10-26,0, --
postcard marketing companies,328498915163,2,0,0,0.00,0.00%,2021-10-26,0, --
direct mail companies near me,334746094530,20,0,0,0.00,0.00%,2021-10-26,0, --
commercial direct mail,341624239378,6,0,0,0.00,0.00%,2021-10-26,0, --
direct mail coupon advertising,341998470452,3,0,0,0.00,0.00%,2021-10-26,0, --
printing and mailing services near me,354971109979,53,0,0,0.00,0.00%,2021-10-26,0, --
direct mail printing near me,666584516877,4,0,0,0.00,0.00%,2021-10-26,0, --
label printer,10143791,11,0,0,0.00,0.00%,2021-10-26,0, --
labeler,10831331,22,1,4510000,0.00,4.55%,2021-10-26,0, --
printing labels,13200590,36,3,6200000,0.00,8.33%,2021-10-26,0, --
label printing service,14278783,27,0,0,0.00,0.00%,2021-10-26,0, --
labeller,15409971,6,0,0,0.00,0.00%,2021-10-26,0, --
sticker manufacturer,20203041,1,0,0,0.00,0.00%,2021-10-26,0, --
label making,29012980,1,0,0,0.00,0.00%,2021-10-26,0, --
label press,38685571,8,0,0,0.00,0.00%,2021-10-26,0, --
print tags,452966298,5,0,0,0.00,0.00%,2021-10-26,0, --
labels to print,742816266,40,2,21588638,0.00,5.00%,2021-10-26,0, --
labels for printing,986258187,7,0,0,0.00,0.00%,2021-10-26,0, --
label printer labels,1207999362,1,0,0,0.00,0.00%,2021-10-26,0, --
sticker printing near me,295341861006,9,0,0,0.00,0.00%,2021-10-26,0, --
business label maker,295876402310,1,0,0,0.00,0.00%,2021-10-26,0, --
label companies,296626296202,41,1,2870000,0.00,2.44%,2021-10-26,0, --
custom printed product labels,296964533963,3,0,0,0.00,0.00%,2021-10-26,0, --
flexo label printing,297838731505,10,0,0,0.00,0.00%,2021-10-26,0, --
labels and labelling,298430510795,39,0,0,0.00,0.00%,2021-10-26,0, --
label service,312950963420,8,0,0,0.00,0.00%,2021-10-26,0, --
a label printer,337153513096,1,0,0,0.00,0.00%,2021-10-26,0, --
custom sticker printing near me,361162057397,5,0,0,0.00,0.00%,2021-10-26,0, --
get labels printed,361162058157,4,0,0,0.00,0.00%,2021-10-26,0, --
print the label,447263480834,18,0,0,0.00,0.00%,2021-10-26,0, --
printers for label printing,526122315352,2,0,0,0.00,0.00%,2021-10-26,0, --
direct mail,10243521,5,0,0,0.00,0.00%,2021-10-27,0, --
printing mailing,11973401,8,0,0,0.00,0.00%,2021-10-27,0, --
advertising mail,20421571,3,0,0,0.00,0.00%,2021-10-27,0, --
marketing postcards,37319682,3,0,0,0.00,0.00%,2021-10-27,0, --
mailing services near me,60330250232,609,23,39627282,1.00,3.78%,2021-10-27,0, --
business mailers,296273280200,3,0,0,0.00,0.00%,2021-10-27,0, --
mail services near me,297411271418,333,4,7020991,0.00,1.20%,2021-10-27,0, --
business mailer,297691936543,1,0,0,0.00,0.00%,2021-10-27,0, --
brochure mailing,300252961651,1,0,0,0.00,0.00%,2021-10-27,0, --
direct marketing marketing,322454722974,1,0,0,0.00,0.00%,2021-10-27,0, --
print to mail service,322925013794,5,0,0,0.00,0.00%,2021-10-27,0, --
direct mail printing services,432215820,12,0,0,0.00,0.00%,2021-10-27,0, --
print and mail companies,1887017651,5,0,0,0.00,0.00%,2021-10-27,0, --
direct mailer companies,1995913062,4,0,0,0.00,0.00%,2021-10-27,0, --
direct mail advertising companies,297411268978,6,0,0,0.00,0.00%,2021-10-27,0, --
mailer ads,302513591889,3,1,11060000,0.00,33.33%,2021-10-27,0, --
coupon direct mail,303645715571,2,0,0,0.00,0.00%,2021-10-27,0, --
advertising mailing services,304920412541,59,4,21057500,0.00,6.78%,2021-10-27,0, --
direct mail near me,307958413806,20,0,0,0.00,0.00%,2021-10-27,0, --
direct mail companies near me,334746094530,1,0,0,0.00,0.00%,2021-10-27,0, --
label maker,10629791,15,0,0,0.00,0.00%,2021-10-27,0, --
label printing service,14278783,19,0,0,0.00,0.00%,2021-10-27,0, --
labeller,15409971,1,0,0,0.00,0.00%,2021-10-27,0, --
custom label printer,17133296,5,1,1430000,0.00,20.00%,2021-10-27,0, --
sticker manufacturer,20203041,1,0,0,0.00,0.00%,2021-10-27,0, --
label making,29012980,1,0,0,0.00,0.00%,2021-10-27,0, --
label press,38685571,5,0,0,0.00,0.00%,2021-10-27,0, --
label printing companies,50598922,20,0,0,0.00,0.00%,2021-10-27,0, --
print tags,452966298,7,0,0,0.00,0.00%,2021-10-27,0, --
custom sticker printer,655830101,24,0,0,0.00,0.00%,2021-10-27,0, --
labels to print,742816266,43,0,0,0.00,0.00%,2021-10-27,0, --
labels for printing,986258187,1,0,0,0.00,0.00%,2021-10-27,0, --
label and sticker printing,2839182502,16,1,1000000,0.00,6.25%,2021-10-27,0, --
printer for label printing,11835860660,2,0,0,0.00,0.00%,2021-10-27,0, --
labelizer,295539896379,1,0,0,0.00,0.00%,2021-10-27,0, --
digital flexo printing,296684163293,1,0,0,0.00,0.00%,2021-10-27,0, --
flexo label printing,297838731505,2,0,0,0.00,0.00%,2021-10-27,0, --
label printer company,298251356377,10,0,0,0.00,0.00%,2021-10-27,0, --
digital flexo press,299908053255,3,1,830000,0.00,33.33%,2021-10-27,0, --
label service,312950963420,4,0,0,0.00,0.00%,2021-10-27,0, --
a label printer,337153513096,4,0,0,0.00,0.00%,2021-10-27,0, --
custom sticker printing near me,361162057397,2,0,0,0.00,0.00%,2021-10-27,0, --
print the label,447263480834,9,1,2390000,0.00,11.11%,2021-10-27,0, --
printers for label printing,526122315352,2,0,0,0.00,0.00%,2021-10-27,0, --
labels printed near me,816095263595,3,0,0,0.00,0.00%,2021-10-27,0, --
printer and label printer,916611378840,5,0,0,0.00,0.00%,2021-10-27,0, --
printing mailing,11973401,15,0,0,0.00,0.00%,2021-10-28,0, --
direct mail advertising,14076570,1,0,0,0.00,0.00%,2021-10-28,0, --
advertising mail,20421571,1,0,0,0.00,0.00%,2021-10-28,0, --
mail campaign,27199651,9,0,0,0.00,0.00%,2021-10-28,0, --
direct mail printing services,432215820,1,0,0,0.00,0.00%,2021-10-28,0, --
mailing services near me,60330250232,1037,13,27760243,0.00,1.25%,2021-10-28,0, --
mail service companies,298590028058,71,4,8320629,0.00,5.63%,2021-10-28,0, --
flyer mailing service,298613900063,5,1,4899519,0.00,20.00%,2021-10-28,0, --
coupon direct mail,303645715571,1,0,0,0.00,0.00%,2021-10-28,0, --
direct marketing marketing,322454722974,8,1,1910000,0.00,12.50%,2021-10-28,0, --
mail printing service,326599006234,3,0,0,0.00,0.00%,2021-10-28,0, --
direct mail printing services,432215820,12,0,0,0.00,0.00%,2021-10-28,0, --
print and mail companies,1887017651,9,0,0,0.00,0.00%,2021-10-28,0, --
mail printing,297022184136,341,3,14688900,0.00,0.88%,2021-10-28,0, --
direct mail advertising companies,297411268978,5,0,0,0.00,0.00%,2021-10-28,0, --
political direct mail,301216190095,2,0,0,0.00,0.00%,2021-10-28,0, --
mailer ads,302513591889,12,0,0,0.00,0.00%,2021-10-28,0, --
advertising mailing services,304920412541,100,2,14381800,0.00,2.00%,2021-10-28,0, --
postcard marketing companies,328498915163,1,0,0,0.00,0.00%,2021-10-28,0, --
direct mail coupon advertising,341998470452,1,0,0,0.00,0.00%,2021-10-28,0, --
printing and mailing services near me,354971109979,259,1,1789200,0.00,0.39%,2021-10-28,0, --
direct mail printing near me,666584516877,2,0,0,0.00,0.00%,2021-10-28,0, --
label printing service,14278783,22,0,0,0.00,0.00%,2021-10-28,0, --
labeller,15409971,12,0,0,0.00,0.00%,2021-10-28,0, --
label printing companies,50598922,35,0,0,0.00,0.00%,2021-10-28,0, --
custom sticker printer,655830101,39,2,5000000,0.00,5.13%,2021-10-28,0, --
label and sticker printing,2839182502,27,1,2570000,0.00,3.70%,2021-10-28,0, --
printer for label printing,11835860660,3,0,0,0.00,0.00%,2021-10-28,0, --
print product label,18569285826,32,0,0,0.00,0.00%,2021-10-28,0, --
business label maker,295876402310,12,0,0,0.00,0.00%,2021-10-28,0, --
label companies,296626296202,29,0,0,0.00,0.00%,2021-10-28,0, --
digital flexo printing,296684163293,5,0,0,0.00,0.00%,2021-10-28,0, --
custom business labels,296891289485,6,0,0,0.00,0.00%,2021-10-28,0, --
label printer company,298251356377,20,1,2270000,0.00,5.00%,2021-10-28,0, --
labels and labelling,298430510795,55,2,5950000,0.00,3.64%,2021-10-28,0, --
digital flexo press,299908053255,7,0,0,0.00,0.00%,2021-10-28,0, --
press on labels,303833057969,1,0,0,0.00,0.00%,2021-10-28,0, --
a label printer,337153513096,14,0,0,0.00,0.00%,2021-10-28,0, --
custom sticker printing near me,361162057397,4,0,0,0.00,0.00%,2021-10-28,0, --
get labels printed,361162058157,22,1,2190000,0.00,4.55%,2021-10-28,0, --
print the label,447263480834,18,0,0,0.00,0.00%,2021-10-28,0, --
printing label printer,488062932717,7,0,0,0.00,0.00%,2021-10-28,0, --
label sticker maker machine,600745261167,3,0,0,0.00,0.00%,2021-10-28,0, --
printing and mailing companies,1713105855,1,0,0,0.00,0.00%,2021-10-29,0, --
mail printing,297022184136,2,0,0,0.00,0.00%,2021-10-29,0, --
custom sticker printer,655830101,1,0,0,0.00,0.00%,2021-10-29,0, --
digital flexo press,299908053255,1,0,0,0.00,0.00%,2021-10-29,0, --
Total, --,14416,283,987100391,10.00,1.96%, --, --, --
